id,dataset_name,folding,method
5s_Chlamydophila-caviae-1,ArchiveII,"[[1, 116], [2, 115], [3, 114], [4, 113], [5, 112], [6, 111], [7, 110], [8, 109], [9, 108], [15, 67], [16, 66], [17, 64], [18, 63], [19, 62], [20, 61], [21, 60], [22, 59], [28, 54], [29, 53], [30, 50], [31, 49], [32, 48], [33, 47], [69, 104], [70, 103], [72, 101], [73, 100], [78, 95], [79, 94], [80, 93], [81, 92], [84, 91], [85, 90]]",sincFold
tRNA_tdbR00000029-Asterias_amurensis-7602-Asp-QUC,ArchiveII,"[[1, 69], [2, 68], [3, 67], [4, 66], [5, 65], [6, 64], [7, 63], [11, 22], [12, 21], [26, 60], [33, 50], [34, 49]]",sincFold
5s_Saccharomyces-cerevisiae-7,ArchiveII,"[[1, 120], [2, 119], [3, 118], [4, 117], [5, 116], [6, 115], [7, 114], [8, 113], [9, 112], [14, 66], [15, 65], [16, 63], [17, 62], [18, 61], [19, 60], [20, 59], [21, 58], [27, 53], [28, 52], [30, 47], [31, 46], [32, 45], [68, 110], [69, 109], [70, 108], [71, 107], [72, 106], [80, 100], [81, 99], [82, 98], [83, 97], [84, 96], [86, 95], [87, 94], [88, 93]]",sincFold
5s_Pseudomonas-aeruginosa-1,ArchiveII,"[[2, 118], [3, 117], [4, 116], [5, 115], [6, 114], [7, 113], [8, 112], [9, 111], [10, 110], [16, 68], [17, 67], [18, 65], [19, 64], [20, 63], [21, 62], [22, 61], [23, 60], [29, 55], [30, 54], [31, 51], [32, 50], [33, 49], [34, 48], [70, 106], [71, 105], [73, 103], [74, 102], [79, 97], [80, 96], [81, 95], [82, 94], [83, 93], [84, 92], [85, 91], [86, 90]]",sincFold
5s_Pyrococcus-woesei-1,ArchiveII,"[[1, 123], [2, 122], [3, 121], [5, 120], [6, 119], [7, 118], [8, 117], [9, 116], [10, 115], [11, 114], [16, 68], [17, 67], [18, 65], [19, 64], [20, 63], [21, 62], [22, 61], [29, 55], [30, 54], [31, 51], [32, 50], [33, 49], [34, 48], [72, 110], [73, 109], [74, 108], [75, 107], [82, 102], [83, 101], [84, 100], [85, 99], [86, 98], [87, 97], [89, 96], [90, 95]]",sincFold
tmRNA_Myco.tube._TRW-1773_1-368,ArchiveII,"[[1, 364], [2, 363], [3, 362], [4, 361], [5, 360], [6, 359], [7, 358], [19, 337], [20, 336], [22, 334], [23, 333], [25, 332], [26, 331], [27, 330], [28, 329], [33, 324], [34, 323], [35, 322], [36, 321], [37, 320], [38, 319], [43, 312], [44, 311], [45, 310], [46, 309], [47, 308], [48, 69], [49, 68], [50, 67], [51, 66], [52, 65], [56, 82], [57, 81], [58, 80], [59, 79], [116, 144], [119, 141], [120, 140], [121, 139], [123, 137], [124, 136], [125, 135], [126, 134], [147, 183], [148, 182], [149, 181], [150, 180], [151, 179], [152, 178], [154, 174], [155, 173], [156, 172], [157, 171], [158, 170], [163, 195], [164, 194], [165, 193], [166, 192], [167, 191], [201, 229], [202, 228], [203, 227], [204, 226], [206, 224], [207, 223], [208, 222], [209, 221], [210, 220], [211, 246], [212, 245], [213, 244], [214, 243], [215, 242], [216, 241], [217, 240], [247, 285], [248, 284], [249, 283], [250, 282], [251, 281], [256, 280], [257, 279], [258, 278], [259, 277], [260, 276], [261, 275], [265, 304], [266, 303], [267, 302], [268, 301], [269, 300], [270, 299], [341, 357], [342, 356], [343, 355], [344, 354], [345, 353]]",sincFold
srp_Stre.pneu._CP000410,ArchiveII,"[[1, 73], [2, 72], [3, 71], [4, 70], [5, 67], [6, 66], [8, 65], [9, 64], [10, 63], [11, 62], [12, 61], [16, 55], [17, 54], [18, 53], [24, 49], [25, 48], [26, 47], [27, 46], [32, 41], [33, 40], [34, 39]]",sincFold
5s_Emericella-heterothallica-1,ArchiveII,"[[1, 119], [2, 118], [3, 117], [4, 116], [5, 115], [6, 114], [7, 113], [8, 112], [9, 111], [14, 66], [15, 65], [16, 63], [17, 62], [18, 61], [19, 60], [20, 59], [21, 58], [27, 53], [28, 52], [29, 48], [30, 47], [31, 46], [32, 45], [68, 109], [69, 108], [70, 107], [71, 106], [72, 105], [79, 99], [80, 98], [81, 97], [82, 96], [83, 95], [85, 94], [86, 93], [87, 92]]",sincFold
5s_Ginkgo-biloba-1,ArchiveII,"[[1, 118], [2, 117], [3, 116], [4, 115], [5, 114], [6, 113], [7, 112], [8, 111], [9, 110], [14, 65], [15, 64], [16, 62], [17, 61], [18, 60], [19, 59], [20, 58], [27, 52], [28, 51], [29, 48], [30, 47], [31, 46], [32, 45], [67, 108], [68, 107], [69, 106], [70, 105], [72, 103], [78, 98], [79, 97], [80, 96], [81, 95], [82, 94], [85, 92], [86, 91]]",sincFold
tRNA_tdbR00000523-Tetrahymena_thermophila-5911-Ini-CAU,ArchiveII,"[[1, 71], [2, 70], [3, 69], [4, 68], [5, 67], [6, 66], [7, 65], [10, 24], [11, 23], [12, 22], [13, 21], [26, 42], [27, 41], [28, 40], [29, 39], [30, 38], [48, 64], [49, 63], [50, 62], [51, 61], [52, 60]]",sincFold
RNaseP_B.bufo,ArchiveII,"[[1, 394], [7, 388], [8, 387], [12, 344], [13, 343], [14, 342], [15, 341], [17, 74], [18, 73], [21, 72], [22, 71], [23, 70], [24, 69], [34, 60], [36, 58], [37, 57], [38, 56], [39, 54], [40, 53], [41, 52], [42, 51], [43, 50], [44, 49], [79, 381], [80, 380], [83, 378], [86, 375], [92, 320], [93, 319], [94, 318], [95, 317], [102, 116], [103, 115], [104, 114], [105, 113], [106, 112], [117, 135], [118, 134], [119, 133], [120, 132], [121, 131], [122, 130], [123, 129], [124, 128], [136, 316], [137, 315], [138, 314], [139, 313], [140, 312], [310, 333], [311, 332], [345, 366], [346, 365], [347, 364], [348, 363], [349, 362], [350, 361], [351, 360], [354, 358]]",sincFold
5s_Caenorhabditis-elegans-3,ArchiveII,"[[1, 119], [2, 118], [3, 117], [4, 116], [5, 115], [6, 114], [14, 65], [15, 64], [16, 62], [17, 61], [18, 60], [19, 59], [20, 58], [21, 57], [27, 52], [28, 51], [29, 48], [30, 47], [31, 46], [32, 45], [67, 108], [68, 107], [69, 106], [70, 105], [71, 104], [78, 98], [79, 97], [81, 95], [82, 94], [84, 93], [85, 92], [86, 91]]",sincFold
srp_Zea.mays._CF919998,ArchiveII,"[[1, 38], [2, 37], [3, 22], [4, 21], [5, 20], [6, 19], [7, 18], [8, 17], [27, 36], [28, 35], [29, 34], [43, 303], [44, 302], [45, 300], [46, 299], [47, 298], [48, 297], [49, 296], [50, 295], [51, 294], [56, 290], [57, 289], [58, 288], [59, 287], [60, 286], [63, 283], [64, 282], [65, 281], [67, 280], [68, 279], [70, 277], [71, 276], [75, 273], [76, 272], [78, 271], [79, 270], [80, 264], [81, 263], [82, 262], [83, 261], [85, 259], [86, 258], [88, 256], [90, 255], [91, 254], [92, 253], [94, 252], [95, 251], [101, 249], [102, 248], [103, 247], [104, 246], [105, 245], [106, 244], [107, 243], [109, 238], [110, 237], [112, 236], [113, 235], [114, 234], [115, 233], [116, 232], [118, 229], [119, 228], [120, 227], [121, 226], [122, 225], [125, 222], [126, 221], [129, 164], [130, 163], [131, 162], [132, 161], [134, 160], [135, 159], [136, 157], [137, 156], [138, 155], [139, 154], [140, 153], [141, 152], [142, 151], [143, 150], [144, 149], [166, 172], [174, 219], [175, 218], [176, 217], [177, 216], [178, 215], [183, 212], [185, 210], [186, 209], [187, 208], [192, 203], [193, 202], [194, 201]]",sincFold
srp_Lact.sali._CP000233,ArchiveII,"[[1, 28], [2, 27], [3, 26], [4, 25], [5, 24], [10, 19], [11, 18], [12, 17]]",sincFold
5s_Leptospira-interrogans-1,ArchiveII,"[[1, 116], [2, 115], [3, 114], [4, 113], [5, 112], [6, 111], [7, 110], [8, 109], [14, 66], [15, 65], [16, 63], [17, 62], [18, 61], [19, 60], [20, 59], [21, 58], [27, 53], [28, 52], [29, 49], [30, 48], [31, 47], [32, 46], [68, 105], [69, 104], [71, 102], [72, 101], [77, 96], [78, 95], [79, 94], [80, 93], [81, 92], [82, 91], [83, 90], [84, 89]]",sincFold
5s_Haloarcula-marismortui-3,ArchiveII,"[[4, 119], [5, 118], [6, 117], [7, 116], [8, 115], [9, 114], [14, 67], [15, 66], [16, 64], [17, 63], [18, 62], [19, 61], [20, 60], [28, 54], [29, 53], [30, 50], [31, 49], [32, 48], [33, 47], [71, 110], [72, 109], [73, 108], [74, 107], [75, 106], [81, 101], [82, 100], [83, 99], [84, 98], [85, 97], [86, 96], [88, 95], [89, 94]]",sincFold
srp_Sphi.witt._CP000699,ArchiveII,"[[1, 96], [2, 95], [3, 94], [4, 93], [5, 92], [6, 91], [7, 90], [8, 89], [9, 88], [12, 84], [13, 83], [14, 82], [15, 81], [16, 80], [18, 77], [19, 76], [20, 75], [22, 73], [23, 72], [25, 67], [26, 66], [27, 65], [28, 64], [35, 60], [36, 59], [37, 58], [38, 57], [43, 52], [44, 51], [45, 50]]",sincFold
tRNA_tdbR00000534-Euphausia_superba-6819-Ini-CAU,ArchiveII,"[[1, 71], [2, 70], [3, 69], [4, 68], [5, 67], [6, 66], [7, 65], [10, 24], [11, 23], [12, 22], [13, 21], [26, 42], [27, 41], [28, 40], [29, 39], [30, 38], [48, 64], [49, 63], [50, 62], [51, 61], [52, 60]]",sincFold
5s_Methanococcus-maripaludis-1,ArchiveII,"[[3, 112], [4, 111], [5, 110], [6, 109], [7, 108], [8, 107], [9, 106], [14, 66], [15, 65], [16, 63], [17, 62], [18, 61], [19, 60], [20, 59], [27, 53], [28, 52], [29, 49], [30, 48], [31, 47], [32, 46], [71, 101], [72, 100], [73, 99], [74, 98], [80, 93], [81, 92], [82, 91], [83, 90], [84, 89]]",sincFold
5s_Brevibacterium-linens-2,ArchiveII,"[[3, 122], [4, 121], [5, 120], [6, 119], [7, 118], [8, 117], [9, 116], [10, 115], [11, 114], [17, 71], [18, 70], [19, 68], [20, 67], [21, 66], [22, 65], [23, 64], [24, 63], [30, 58], [31, 57], [32, 54], [33, 53], [34, 52], [35, 51], [73, 110], [74, 109], [76, 107], [77, 106], [82, 101], [83, 100], [84, 99], [85, 98], [86, 97], [87, 96], [88, 95], [89, 94]]",sincFold
5s_Helicobacter-pylori-3,ArchiveII,"[[1, 132], [2, 131], [3, 130], [5, 128], [10, 124], [11, 123], [12, 122], [13, 121], [14, 120], [15, 119], [16, 118], [24, 73], [25, 72], [27, 70], [28, 69], [29, 68], [37, 59], [38, 58], [39, 57], [40, 56], [81, 111], [82, 110], [87, 105], [88, 104], [89, 103], [90, 102], [91, 101], [92, 100], [93, 99]]",sincFold
srp_Acti.succ._CP000746,ArchiveII,"[[1, 104], [2, 103], [3, 102], [4, 101], [5, 100], [6, 99], [7, 98], [8, 97], [9, 96], [10, 95], [11, 94], [12, 93], [13, 92], [15, 88], [16, 87], [17, 86], [18, 85], [19, 84], [20, 80], [22, 79], [23, 78], [24, 77], [25, 76], [28, 72], [29, 71], [30, 70], [31, 69], [32, 68], [33, 67], [39, 64], [40, 63], [41, 62], [42, 61], [47, 56], [48, 55], [49, 54]]",sincFold
5s_Tetrahymena-thermophila-3,ArchiveII,"[[1, 118], [2, 117], [3, 116], [4, 115], [5, 114], [6, 113], [7, 112], [8, 111], [9, 110], [14, 65], [15, 64], [16, 62], [17, 61], [18, 60], [19, 59], [20, 58], [21, 57], [27, 52], [28, 51], [29, 48], [30, 47], [31, 46], [32, 45], [67, 108], [68, 107], [69, 106], [70, 105], [71, 104], [78, 98], [79, 97], [80, 96], [81, 95], [82, 94], [84, 93], [85, 92], [86, 91]]",sincFold
5s_Ectothiorhodospira-shaposhnikovii-1,ArchiveII,"[[1, 119], [3, 117], [4, 116], [5, 115], [6, 114], [7, 113], [8, 112], [9, 111], [10, 110], [16, 68], [17, 67], [18, 65], [19, 64], [20, 63], [21, 62], [22, 61], [23, 60], [29, 55], [30, 54], [31, 51], [32, 50], [33, 49], [34, 48], [70, 106], [71, 105], [73, 103], [74, 102], [79, 97], [80, 96], [81, 95], [82, 94], [83, 93], [84, 92], [85, 91], [86, 90]]",sincFold
tRNA_tdbR00000321-Saccharomyces_cerevisiae-4932-Pro-UGG,ArchiveII,"[[1, 71], [2, 70], [3, 69], [4, 68], [5, 67], [6, 66], [7, 65], [10, 24], [11, 23], [12, 22]]",sincFold
5s_Aeromonas-salmonicida-1,ArchiveII,"[[1, 118], [2, 117], [3, 116], [4, 115], [5, 114], [6, 113], [7, 112], [8, 111], [9, 110], [10, 109], [16, 68], [17, 67], [18, 65], [19, 64], [20, 63], [21, 62], [22, 61], [23, 60], [29, 55], [30, 54], [31, 51], [32, 50], [33, 49], [34, 48], [70, 105], [71, 104], [73, 102], [74, 101], [79, 96], [80, 95], [81, 94], [82, 93], [83, 92], [84, 91], [85, 90]]",sincFold
5s_Bombyx-mori-1,ArchiveII,"[[1, 118], [2, 117], [3, 116], [4, 115], [5, 114], [6, 113], [7, 112], [8, 111], [9, 110], [14, 65], [15, 64], [16, 62], [17, 61], [18, 60], [19, 59], [20, 58], [21, 57], [27, 52], [28, 51], [29, 48], [30, 47], [31, 46], [32, 45], [67, 108], [68, 107], [69, 106], [70, 105], [71, 104], [72, 103], [78, 98], [79, 97], [81, 95], [82, 94], [84, 93], [85, 92], [86, 91]]",sincFold
tRNA_tdbR00000192-Saccharomyces_cerevisiae-4932-Lys-CUU,ArchiveII,"[[1, 72], [2, 71], [3, 70], [4, 69], [5, 68], [6, 67], [7, 66], [10, 25], [11, 24], [12, 23], [13, 22], [27, 43], [28, 42], [29, 41], [30, 40], [31, 39], [49, 65], [50, 64], [51, 63], [52, 62], [53, 61]]",sincFold
RNaseP_PS33,ArchiveII,"[[6, 305], [7, 304], [8, 303], [10, 302], [11, 301], [12, 300], [13, 299], [14, 298], [15, 179], [16, 178], [17, 177], [18, 176], [22, 211], [23, 210], [24, 209], [25, 208], [27, 175], [28, 174], [29, 173], [30, 172], [31, 171], [44, 59], [46, 57], [47, 56], [48, 55], [49, 54], [60, 170], [61, 169], [65, 168], [66, 167], [67, 164], [68, 163], [81, 111], [82, 110], [83, 107], [84, 106], [85, 105], [88, 104], [89, 102], [90, 101], [91, 100], [92, 99], [93, 98], [119, 137], [121, 135], [123, 133], [124, 132], [138, 160], [139, 159], [140, 158], [141, 157], [142, 156], [143, 155], [144, 153], [145, 152], [146, 151], [183, 231], [184, 230], [185, 229], [186, 228], [193, 222], [194, 221], [195, 220], [196, 219], [197, 218], [198, 217], [202, 216], [203, 215], [204, 214], [205, 213], [206, 212], [238, 257], [239, 256], [240, 255], [241, 254], [242, 253], [243, 252], [244, 251], [245, 250], [276, 291], [277, 290], [278, 289], [279, 288], [280, 287], [281, 286]]",sincFold
srp_Cion.inte._BW223536,ArchiveII,"[[11, 24], [12, 23], [13, 22], [30, 278], [31, 277], [32, 276], [33, 275], [34, 274], [35, 273], [36, 272], [45, 264], [49, 258], [50, 257], [51, 256], [52, 255], [53, 254], [54, 253], [55, 252], [60, 251], [61, 250], [62, 249], [63, 248], [64, 247], [65, 246], [66, 245], [67, 244], [68, 243], [69, 242], [70, 241], [71, 240], [72, 239], [74, 238], [75, 237], [76, 236], [77, 235], [78, 234], [80, 232], [85, 230], [86, 229], [87, 228], [89, 226], [90, 225], [91, 224], [92, 220], [93, 219], [95, 218], [96, 217], [97, 216], [98, 215], [99, 214], [101, 211], [103, 209], [104, 208], [105, 207], [106, 206], [107, 205], [108, 204], [109, 203], [110, 149], [111, 148], [112, 147], [113, 146], [115, 144], [116, 143], [117, 142], [119, 140], [120, 139], [121, 138], [122, 137], [123, 136], [124, 135], [125, 134], [126, 133], [127, 132], [150, 156], [151, 155], [158, 202], [159, 201], [161, 198], [162, 197], [169, 192], [170, 191], [171, 190], [176, 185], [177, 184], [178, 183], [222, 262]]",sincFold
5s_Sphacelotheca-polygoni-persicariae-1,ArchiveII,"[[5, 115], [14, 65], [15, 64], [16, 62], [17, 61], [18, 60], [19, 59], [20, 58], [21, 57], [27, 52], [28, 51], [29, 48], [30, 47], [31, 46], [32, 45], [67, 109], [68, 108], [69, 106], [70, 105], [71, 104], [78, 98], [79, 97], [80, 96], [81, 95], [82, 94], [84, 93], [85, 92], [86, 91]]",sincFold
tmRNA_Pseu.aeru._CP000438_1-353,ArchiveII,"[[1, 349], [2, 348], [3, 347], [4, 346], [5, 345], [6, 344], [7, 343], [20, 322], [21, 321], [22, 320], [23, 319], [24, 318], [25, 317], [26, 316], [37, 307], [39, 304], [40, 303], [43, 297], [44, 296], [45, 295], [46, 294], [47, 293], [51, 64], [55, 82], [56, 81], [57, 80], [58, 79], [59, 78], [60, 77], [116, 136], [117, 135], [118, 134], [119, 133], [120, 132], [121, 131], [122, 130], [123, 129], [137, 173], [138, 172], [139, 171], [140, 170], [141, 169], [142, 168], [146, 163], [147, 162], [148, 161], [151, 158], [153, 187], [154, 186], [155, 185], [156, 184], [157, 183], [191, 219], [192, 218], [193, 217], [194, 216], [197, 213], [199, 211], [200, 210], [201, 209], [203, 234], [204, 233], [205, 232], [206, 231], [207, 230], [208, 229], [253, 287], [255, 284], [256, 283], [257, 282], [326, 342], [327, 341], [328, 340], [329, 339], [330, 338]]",sincFold
tRNA_tdbR00000009-Escherichia_coli-562-Ala-VGC,ArchiveII,"[[1, 72], [2, 71], [3, 70], [4, 69], [5, 68], [6, 67], [10, 25], [11, 24], [12, 23], [13, 22], [27, 43], [28, 42], [29, 41], [30, 40], [31, 39], [49, 65], [50, 64], [51, 63], [52, 62], [53, 61]]",sincFold
5s_Microbacterium-testaceum-1,ArchiveII,"[[1, 119], [2, 118], [3, 117], [5, 116], [6, 115], [7, 114], [8, 113], [9, 112], [10, 111], [16, 68], [17, 67], [18, 65], [19, 64], [20, 63], [21, 62], [22, 61], [23, 60], [29, 55], [30, 54], [31, 51], [32, 50], [33, 49], [34, 48], [70, 107], [71, 106], [73, 104], [74, 103], [79, 98], [80, 97], [81, 96], [82, 95], [83, 94], [84, 93], [85, 92], [86, 91]]",sincFold
srp_Xant.camp._CP000050,ArchiveII,"[[1, 108], [2, 107], [3, 106], [4, 105], [6, 103], [7, 102], [8, 101], [9, 100], [10, 99], [11, 98], [12, 97], [13, 96], [14, 95], [15, 94], [17, 90], [18, 89], [19, 88], [20, 87], [21, 86], [22, 82], [25, 80], [26, 79], [27, 78], [30, 74], [31, 73], [32, 72], [33, 71], [34, 70], [35, 69], [41, 66], [42, 65], [43, 64], [49, 58], [50, 57], [51, 56]]",sincFold
tmRNA_Anab.vari._CP000117_1-390,ArchiveII,"[[1, 386], [2, 385], [3, 384], [4, 383], [5, 382], [6, 381], [7, 380], [20, 359], [21, 358], [22, 357], [23, 356], [24, 355], [25, 354], [26, 353], [27, 352], [30, 349], [33, 345], [34, 344], [35, 343], [37, 341], [38, 340], [39, 339], [42, 336], [44, 334], [45, 333], [46, 332], [47, 329], [48, 328], [49, 327], [50, 326], [51, 325], [52, 71], [53, 70], [54, 69], [55, 68], [56, 67], [58, 85], [59, 84], [60, 83], [61, 82], [62, 81], [63, 80], [64, 79], [103, 119], [104, 118], [105, 117], [128, 148], [129, 147], [130, 146], [133, 143], [134, 142], [135, 141], [173, 205], [174, 204], [175, 203], [176, 202], [177, 201], [178, 200], [179, 199], [180, 198], [181, 197], [182, 196], [183, 195], [187, 219], [188, 218], [189, 217], [190, 216], [191, 215], [192, 214], [224, 253], [225, 252], [226, 251], [227, 250], [228, 249], [229, 248], [230, 247], [231, 246], [232, 245], [236, 270], [237, 269], [238, 268], [239, 267], [240, 266], [241, 265], [242, 264], [275, 284], [278, 295], [279, 294], [280, 293], [281, 292], [282, 291], [296, 312], [297, 311], [298, 310], [299, 309], [302, 321], [303, 320], [304, 319], [305, 318], [306, 317], [363, 379], [364, 378], [365, 377], [366, 376], [367, 375]]",sincFold
5s_Seliberia-stellata-1,ArchiveII,"[[1, 116], [2, 115], [3, 114], [4, 113], [5, 112], [6, 111], [7, 110], [8, 109], [9, 108], [15, 67], [16, 66], [17, 64], [18, 63], [19, 62], [20, 61], [21, 60], [22, 59], [28, 54], [29, 53], [30, 50], [31, 49], [32, 48], [33, 47], [69, 104], [70, 103], [72, 101], [73, 100], [78, 95], [79, 94], [80, 93], [82, 91], [83, 90], [84, 89]]",sincFold
srp_Bord.aviu._AM167904,ArchiveII,"[[1, 95], [3, 93], [10, 85], [11, 84], [12, 83], [13, 82], [14, 81], [15, 80], [16, 79], [18, 76], [19, 75], [21, 73], [22, 72], [25, 67], [26, 66], [27, 65], [28, 64], [35, 60], [36, 59], [37, 58], [38, 57], [43, 52], [44, 51], [45, 50], [68, 78]]",sincFold
srp_Kluy.walt._AADM01000319,ArchiveII,"[[4, 21], [5, 20], [6, 19], [7, 18], [23, 165], [44, 71], [45, 70], [46, 69], [47, 68], [49, 66], [50, 64], [83, 100], [86, 97], [89, 94], [128, 150], [139, 166], [171, 193], [172, 192], [173, 191], [174, 190], [175, 189], [176, 188], [177, 187], [194, 202], [256, 283], [257, 282], [258, 281], [259, 280], [264, 275], [265, 274], [266, 273], [332, 347], [333, 346], [334, 345], [335, 344], [336, 343], [337, 342]]",sincFold
srp_Dros.erec._GSP-7220,ArchiveII,"[[1, 44], [2, 43], [3, 42], [4, 41], [5, 22], [6, 21], [7, 20], [8, 19], [9, 18], [11, 16], [27, 40], [28, 39], [29, 38], [46, 296], [47, 295], [48, 294], [49, 293], [50, 292], [51, 291], [52, 290], [53, 289], [56, 286], [57, 285], [58, 284], [59, 283], [60, 282], [64, 276], [65, 275], [67, 273], [68, 272], [69, 271], [70, 270], [76, 269], [77, 268], [78, 267], [80, 266], [81, 265], [82, 264], [83, 263], [84, 262], [85, 261], [89, 259], [90, 258], [91, 257], [93, 255], [94, 254], [95, 253], [96, 252], [98, 250], [102, 249], [103, 248], [104, 247], [106, 245], [107, 244], [108, 243], [109, 242], [110, 238], [111, 237], [113, 236], [114, 235], [115, 234], [116, 233], [117, 232], [119, 229], [120, 228], [121, 227], [122, 226], [123, 225], [124, 224], [125, 223], [126, 222], [127, 221], [128, 167], [129, 166], [130, 165], [131, 164], [133, 162], [134, 161], [135, 160], [136, 159], [137, 158], [138, 157], [139, 156], [140, 155], [141, 154], [142, 153], [143, 152], [144, 151], [145, 150], [169, 173], [176, 219], [177, 218], [178, 217], [179, 216], [180, 215], [187, 210], [188, 209], [189, 208], [194, 203], [195, 202], [196, 201]]",sincFold
srp_Tetr.rost._SDB-5909,ArchiveII,"[[5, 270], [6, 269], [7, 16], [10, 265], [20, 138], [61, 260], [62, 259], [91, 238], [92, 237], [93, 236], [94, 235], [95, 234], [96, 233], [97, 232], [99, 227], [100, 226], [102, 225], [103, 224], [104, 223], [105, 222], [106, 221], [108, 218], [109, 217], [110, 216], [111, 215], [112, 214], [119, 135], [122, 151], [123, 150], [124, 149], [125, 148], [126, 147], [127, 146], [128, 145], [131, 142], [132, 141], [133, 140], [134, 139], [165, 181], [166, 180], [167, 179], [176, 199], [177, 198], [178, 197], [183, 192], [184, 191], [185, 190], [208, 220], [209, 219]]",sincFold
16s_C.reinhardtii.mito_domain3,ArchiveII,"[[3, 23], [4, 22], [5, 21], [6, 20], [7, 19], [8, 18], [82, 115], [83, 114], [84, 113], [89, 111]]",sincFold
5s_Crithidia-fasciculata-1,ArchiveII,"[[1, 118], [2, 117], [3, 116], [4, 115], [5, 114], [6, 113], [7, 112], [9, 110], [14, 65], [15, 64], [16, 62], [17, 61], [19, 59], [20, 58], [21, 57], [27, 52], [28, 51], [29, 48], [30, 47], [31, 46], [32, 45], [67, 108], [68, 107], [69, 106], [70, 105], [71, 104], [78, 98], [79, 97], [80, 96], [81, 95], [82, 94], [84, 93], [85, 92], [86, 91]]",sincFold
